io_year,industry_code,industry_name,total_intermediate_musd,value_added_basic_musd,total_industry_output_basic_musd,industry_name_clean,year,gross_output_price_index_2017_100,intermediate_inputs_price_index_2017_100,pce_price_index_2017_100,summary_name,qcew_employment,qcew_total_annual_wages,qcew_avg_annual_pay,qcew_avg_weekly_wage,n_naics_wage_matches,tariff_301_direct,tariff_source,tariff_direct_prelim,tariff_direct_post_prelim,n_naics_tariff_matches,network_tariff_shock,network_tariff_shock_5pct,network_tariff_shock_excl_own,ln_gross_output_price,dln_gross_output_price,ln_intermediate_inputs_price,dln_intermediate_inputs_price,ln_avg_annual_pay,dln_avg_annual_pay,real_annual_pay_go_price,ln_real_annual_pay_go_price,dln_real_annual_pay_go_price,real_annual_pay_pce,ln_real_annual_pay_pce,dln_real_annual_pay_pce,post2021,lag1_network_tariff_shock,lag2_network_tariff_shock,lag1_network_tariff_shock_5pct,lag2_network_tariff_shock_5pct,lag1_network_tariff_shock_excl_own,lag2_network_tariff_shock_excl_own,lag1_tariff_direct_prelim,lag2_tariff_direct_prelim,d_network_tariff_shock,d_network_tariff_shock_5pct,d_network_tariff_shock_excl_own,network_tariff_shock_cum01,network_tariff_shock_cum02,network_tariff_shock_5pct_cum01,network_tariff_shock_5pct_cum02,network_tariff_shock_excl_own_cum01,network_tariff_shock_excl_own_cum02,tariff_direct_prelim_cum01,tariff_direct_prelim_cum02
2019,111CA,Farms,265426,143738,409164,farms,2016,97.369,101.19,98.28433333333334,Farms,818923,27084249663,33073.01133684119,635.9589094456989,18,0,clean_301_hts8_import_weighted,0,0,1,0,0,0,4.578507884834199,NA,4.616999937741668,NA,10.406472861305264,NA,33966.67454409637,10.433135162459157,NA,33650.338986045106,10.423778408901631,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
2019,111CA,Farms,265426,143738,409164,farms,2017,100,100,100.00016666666666,Farms,817862,28077527418,34330.39732619929,660.318597758546,18,0,clean_301_hts8_import_weighted,0,0,1,0,0,0,4.605170185988092,0.026662301153892898,4.605170185988092,-0.011829751753576367,10.443786460116172,0.03731359881090768,34330.39732619929,10.443786460116172,0.01065129765701478,34330.34010896577,10.443784793450895,0.020006384549263956,0,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0
2019,111CA,Farms,265426,143738,409164,farms,2018,100.005,102.824,102.047,Farms,813839,29073680719,35724.118307183606,687.0621584858922,18,0.03333333333333333,clean_301_hts8_import_weighted,0.03333333333333333,0.03333333333333333,1,0.027867611571872453,0.025575205431668777,0.014823800239649292,4.605220184738133,4.999875004152443e-5,4.6330187888078305,0.027848602819738666,10.483581322498651,0.03979486238247887,35722.33219057408,10.48353132374861,0.039744863632437344,35007.514485662105,10.463318017017238,0.01953322356634324,0,0,0,0,0,0,0,0,0,0.027867611571872453,0.025575205431668777,0.014823800239649292,0.027867611571872453,0.027867611571872453,0.025575205431668777,0.025575205431668777,0.014823800239649292,0.014823800239649292,0.03333333333333333,0.03333333333333333
2019,111CA,Farms,265426,143738,409164,farms,2019,99.423,102.787,103.50875,Farms,811405,30100418241,37096.663492337364,713.3456375053148,18,0.2,clean_301_hts8_import_weighted,0.2,0.2,1,0.12917566852825052,0.12265439482262284,0.05091280053491151,4.599383475226357,-0.0058367095117759504,4.632658885880464,-3.599029273662069e-4,10.521282311730232,0.03770098923158116,37311.95346382362,10.527069022491967,0.04353769874335711,35839.15706868971,10.486796347523493,0.023478330506254252,0,0.027867611571872453,0,0.025575205431668777,0,0.014823800239649292,0,0.03333333333333333,0,0.10130805695637807,0.09707918939095407,0.03608900029526222,0.15704328010012297,0.15704328010012297,0.14822960025429163,0.14822960025429163,0.06573660077456081,0.06573660077456081,0.23333333333333334,0.23333333333333334
2019,111CA,Farms,265426,143738,409164,farms,2020,96.655,100.472,104.66641666666668,Farms,807169,31880229174,39496.3498028294,759.4887142593435,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,4.571147937373655,-0.028235537852702386,4.6098790817158255,-0.02277980416463876,10.58396353656419,0.06268122483395722,40863.224667973096,10.617985785178625,0.09091676268665871,37735.4561861177,10.53835541385002,0.051559066326527514,0,0.12917566852825052,0.027867611571872453,0.12265439482262284,0.025575205431668777,0.05091280053491151,0.014823800239649292,0.2,0.03333333333333333,0.030475336239513873,0.029520274083742734,0.010909619241179093,0.2888266732960149,0.31669428486788737,0.2748290637289884,0.3004042691606572,0.11273522031100211,0.1275590205506514,0.45,0.48333333333333334
2019,111CA,Farms,265426,143738,409164,farms,2021,118.56,114.061,108.97258333333332,Farms,809033,33600518740,41531.70357698635,798.583494121995,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,4.775419161547776,0.20427122417412136,4.736733393005408,0.12685431128958236,10.634212356178052,0.05024881961386285,35030.11435305866,10.463963380618367,-0.1540224045602585,38112.066637849755,10.548286220627725,0.00993080677770486,1,0.1596510047677644,0.12917566852825052,0.15217466890636558,0.12265439482262284,0.061822419776090605,0.05091280053491151,0.25,0.2,0,0,0,0.3193020095355288,0.4484776780637793,0.30434933781273116,0.427003732635354,0.12364483955218121,0.17455764008709274,0.5,0.7
2019,111CA,Farms,265426,143738,409164,farms,2022,149.58,139.375,116.10041666666666,Farms,811314,35249292610,43447.16424220462,835.4535025896262,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,5.007831366763521,0.2324122052157449,4.937168142214383,0.2004347492089753,10.679300863712248,0.0450885075341958,29046.10525618707,10.276639682936818,-0.1873236976815491,37422.05712055695,10.530015572142755,-0.018270648484969954,1,0.1596510047677644,0.1596510047677644,0.15217466890636558,0.15217466890636558,0.061822419776090605,0.061822419776090605,0.25,0.25,0,0,0,0.3193020095355288,0.4789530143032932,0.30434933781273116,0.45652400671909676,0.12364483955218121,0.18546725932827182,0.5,0.75
2019,111CA,Farms,265426,143738,409164,farms,2023,140.584,138.341,120.51066666666668,Farms,809933,36766062570,45393.95551236954,873.018520050424,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,4.945805174892545,-0.062026191870976355,4.929721651713611,-0.007446490500772285,10.72313423667166,0.04383337295941203,32289.56034283385,10.382499247767207,0.10585956483038927,37667.99800214327,10.536566153591385,0.00655058144863041,1,0.1596510047677644,0.1596510047677644,0.15217466890636558,0.15217466890636558,0.061822419776090605,0.061822419776090605,0.25,0.25,0,0,0,0.3193020095355288,0.4789530143032932,0.30434933781273116,0.45652400671909676,0.12364483955218121,0.18546725932827182,0.5,0.75
2019,111CA,Farms,265426,143738,409164,farms,2024,135.607,136.082,123.66608333333332,Farms,809205,37959747734,46909.92731631663,902.0281597370258,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,4.909760996592783,-0.03604417829976203,4.913257645216523,-0.016464006497088235,10.755984601892965,0.032850365221305466,34592.55592728741,10.451393791288274,0.06889454352106661,37932.73470938203,10.543569730933987,0.007003577342601375,1,0.1596510047677644,0.1596510047677644,0.15217466890636558,0.15217466890636558,0.061822419776090605,0.061822419776090605,0.25,0.25,0,0,0,0.3193020095355288,0.4789530143032932,0.30434933781273116,0.45652400671909676,0.12364483955218121,0.18546725932827182,0.5,0.75
2019,111CA,Farms,265426,143738,409164,farms,2025,141.866,142.621,126.91908333333332,Farms,798410,38879953231,48696.72628223594,936.601110958029,18,0.25,clean_301_hts8_import_weighted,0.25,0.25,1,0.1596510047677644,0.15217466890636558,0.061822419776090605,4.954882950100163,0.045121953507380574,4.960190762214897,0.04693311699837466,10.793367084680494,0.037382482787528204,34325.86122272845,10.443654320568422,-0.007739470719851482,38368.3249226923,10.554987526376982,0.011417795442994816,1,0.1596510047677644,0.1596510047677644,0.15217466890636558,0.15217466890636558,0.061822419776090605,0.061822419776090605,0.25,0.25,0,0,0,0.3193020095355288,0.4789530143032932,0.30434933781273116,0.45652400671909676,0.12364483955218121,0.18546725932827182,0.5,0.75
