io_year,industry_code,industry_name,total_intermediate_musd,value_added_basic_musd,total_industry_output_basic_musd,industry_name_clean,year,gross_output_price_index_2017_100,intermediate_inputs_price_index_2017_100,summary_name,qcew_employment,qcew_total_annual_wages,qcew_avg_weekly_wage,n_naics_wage_matches,qcew_avg_annual_pay,tariff_301_direct,tariff_direct_prelim,tariff_direct_post_prelim,n_naics_tariff_matches,network_tariff_shock,network_tariff_shock_5pct,network_tariff_shock_excl_own,tradable_goods_input_exposure,goods_supply_chain_input_exposure,tradable_goods_downstream_exposure,goods_supply_chain_downstream_exposure,tradable_goods_inflation,nontradable_services_inflation,tradable_minus_nontradable_inflation,ln_gross_output_price,ln_intermediate_inputs_price,ln_avg_annual_pay,dln_gross_output_price,dln_intermediate_inputs_price,dln_avg_annual_pay,post2021,lag1_network_tariff_shock,lag2_network_tariff_shock,lag1_network_tariff_shock_5pct,lag2_network_tariff_shock_5pct,lag1_network_tariff_shock_excl_own,lag2_network_tariff_shock_excl_own,lag1_tariff_direct_prelim,lag2_tariff_direct_prelim,network_tariff_shock_cum01,network_tariff_shock_5pct_cum01,network_tariff_shock_excl_own_cum01,tariff_direct_prelim_cum01,tradable_input_inflation_shock,goods_supply_chain_inflation_shock,tradable_downstream_inflation_shock,goods_supply_chain_downstream_inflation_shock,lag1_tradable_input_inflation_shock,tradable_input_inflation_shock_cum01,lag1_goods_supply_chain_inflation_shock,goods_supply_chain_inflation_shock_cum01,lag1_tradable_downstream_inflation_shock,tradable_downstream_inflation_shock_cum01,lag1_goods_supply_chain_downstream_inflation_shock,goods_supply_chain_downstream_inflation_shock_cum01,industry_fe,price_pressure_gap,input_price_pressure_gap
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2010,92.56,91.072,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,1.0960095327077453,0.9028458804159755,0.1931636522917698,4.527857082885421,4.511650402467387,,0.07277749668212419,0.02471210285409331,,0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.9583817278764573,1.008291937207263,1.040494955755262,1.042874857121316,,0.9583817278764573,,1.008291937207263,,1.040494955755262,,1.042874857121316,111CA,,
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2011,113.282,104.949,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,1.3309124963972427,1.7803156510466451,-0.4494031546494024,4.729880285156787,4.6534745178744155,,0.2020232022713655,0.14182411540702855,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1637875218095217,1.2243947695695505,1.2634997212403245,1.2663896965313683,0.9583817278764573,2.122169249685979,1.008291937207263,2.2326867067768132,1.040494955755262,2.3039946769955866,1.042874857121316,2.3092645536526843,111CA,,
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2012,118.818,111.121,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,1.2641195686036,2.422270817667223,-1.158151249063623,4.777592910602799,4.710619697685653,,0.04771262544601207,0.057145179811237234,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1053818970056468,1.162947520666146,1.20008995848241,1.2028348980092978,1.1637875218095217,2.2691694188151685,1.2243947695695505,2.387342290235696,1.2634997212403245,2.463589679722735,1.2663896965313683,2.469224594540666,111CA,,
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2013,123.799,111.667,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.027789575845339292,2.394922836322294,-2.422712412167633,4.818659282673446,4.715521228227129,,0.041066372070647006,0.004901530541475907,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024299990940600622,-0.025565475871400976,-0.02638199087394623,-0.026442333824935885,1.1053818970056468,1.0810819060650463,1.162947520666146,1.137382044794745,1.20008995848241,1.1737079676084639,1.2028348980092978,1.1763925641843618,111CA,,
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2014,123.021,116.802,Farms,802353.0,24592757613.0,589.4939048024996,18.0,30650.795364384503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.341648918718541,2.4730435496956136,-2.8146924684141545,4.812355072506735,4.760480193535196,10.330413890926017,-0.006304210166710789,0.04495896530806753,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29874747552575254,-0.31430552364670145,-0.3243438728928213,-0.32508573754281234,-0.024299990940600622,-0.3230474664663532,-0.025565475871400976,-0.3398709995181024,-0.02638199087394623,-0.3507258637667675,-0.026442333824935885,-0.3515280713677482,111CA,,
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2015,109.577,110.069,Farms,815343.0,26039009059.0,614.1563881703773,18.0,31936.263706194815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.463488658006215,2.608452164388636,-3.071940822394851,4.696627498476881,4.701107441866385,10.371497436410353,-0.11572757402985356,-0.0593727516688114,0.04108354548433546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4052875888895977,-0.4263939892020053,-0.44001224105578846,-0.44101867143565415,-0.29874747552575254,-0.7040350644153502,-0.31430552364670145,-0.7406995128487067,-0.3243438728928213,-0.7643561139486097,-0.32508573754281234,-0.7661044089784665,111CA,-0.15681111951418902,-0.10045629715314686
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2016,97.369,101.19,Farms,818923.0,27084249663.0,635.9589094456989,18.0,33073.01133684119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.4828616907483226,3.1000596293540283,-3.582921320102351,4.578507884834199,4.616999937741668,10.406472861305264,-0.11811961364268253,-0.08410750412471657,0.034975424894911455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4222279165414185,-0.44421652826775637,-0.4584039997442775,-0.45945249719172937,-0.4052875888895977,-0.8275155054310162,-0.4263939892020053,-0.8706105174697616,-0.44001224105578846,-0.898416240800066,-0.44101867143565415,-0.9004711686273835,111CA,-0.15309503853759399,-0.11908292901962803
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2017,100.0,100.0,Farms,817862.0,28077527418.0,660.318597758546,18.0,34330.39732619929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.7284326532766006,2.6733986045716107,-3.4018312578482113,4.605170185988092,4.605170185988092,10.443786460116172,0.026662301153892898,-0.011829751753576367,0.03731359881090768,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6369621103241042,-0.670133561049181,-0.6915364134372264,-0.6931181495580139,-0.4222279165414185,-1.0591900268655228,-0.44421652826775637,-1.1143500893169374,-0.4584039997442775,-1.1499404131815039,-0.45945249719172937,-1.1525706467497432,111CA,-0.01065129765701478,-0.049143350564484045
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2018,100.005,102.824,Farms,813839.0,29073680719.0,687.0621584858922,18.0,35724.118307183606,0.0333333333333333,0.0333333333333333,0.0333333333333333,1.0,0.027867611571872397,0.025575205431668746,0.014823800239649245,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,-0.1963692219066069,2.8977163929118883,-3.0940856148184954,4.605220184738133,4.6330187888078305,10.483581322498651,4.999875004152443e-05,0.027848602819738666,0.03979486238247887,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027867611571872397,0.025575205431668746,0.014823800239649245,0.0333333333333333,-0.17171080047785742,-0.18065308490057844,-0.18642281728574447,-0.18684921812033567,-0.6369621103241042,-0.8086729108019617,-0.670133561049181,-0.8507866459497594,-0.6915364134372264,-0.8779592307229709,-0.6931181495580139,-0.8799673676783495,111CA,-0.039744863632437344,-0.011946259562740202
2019,111CA,Farms,265426.0,143738.0,409164.0,farms,2019,99.423,102.787,Farms,811405.0,30100418241.0,713.3456375053148,18.0,37096.663492337364,0.1999999999999999,0.1999999999999999,0.1999999999999999,1.0,0.1291756685282504,0.12265439482262276,0.050912800534911436,0.8744282775613532,0.9199663936464388,0.9493484542827545,0.9515198782485427,0.21982720441783102,2.8500159888088756,-2.6301887843910445,4.599383475226357,4.632658885880464,10.521282311730232,-0.00583670951177595,-0.0003599029273662069,0.03770098923158116,0,0.027867611571872397,0.0,0.025575205431668746,0.0,0.014823800239649245,0.0,0.0333333333333333,0.0,0.1570432801001228,0.1482296002542915,0.06573660077456069,0.2333333333333332,0.19222312372021147,0.2022336404736505,0.20869261672336697,0.20916995478337208,-0.17171080047785742,0.020512323242354052,-0.18065308490057844,0.021580555573072063,-0.18642281728574447,0.0222697994376225,-0.18684921812033567,0.02232073666303641,111CA,-0.04353769874335711,-0.03806089215894737
