naics,naics_str,naics_desc,R0_2017,S0_2017,E0_2017,T0_2017,R0_2018,S0_2018,E0_2018,T0_2018,R0,S0,E0,T0
211.0,211,Oil and Gas Extraction,0.0,0.0,0.0,0.0,0.008291973996406745,4.3427119589012345e-07,3.0896577817912087e-07,4.6501204875512217e-07,0.008291974,4.342712e-07,3.0896578e-07,4.6501205e-07
212.0,212,Mining (except Oil and Gas),0.0,4.303851797624237e-05,3.522708686733925e-05,0.0,0.005794797840154231,0.0009895002693097049,0.0007041351513573971,0.0011929363905289155,0.005794798,0.00094646175,0.00066890806,0.0011929364
311.0,311,Food Manufacturing,0.0,0.001772933725122927,0.0016783803942151852,0.0,0.01497626167675893,0.006218392969948358,0.005499680091696007,0.005516384908373568,0.014976262,0.004445459,0.0038212996,0.0055163847
312.0,312,Beverage and Tobacco Product Manufacturing,0.0,0.0,3.705037685294515e-06,0.0,0.04246337077550452,0.00019472959711695835,0.00012162194965502026,0.00024333973495305715,0.04246337,0.0001947296,0.00011791691,0.00024333973
313.0,313,Textile Mills,0.0,0.015676160131283756,0.014564679528013281,0.0,0.004371447943194863,0.035542688937810284,0.032195156199391416,0.024841327912990513,0.004371448,0.019866528,0.017630477,0.024841327
314.0,314,Textile Product Mills,0.0,0.00487060302610517,0.0046983507907910815,0.0,0.007231288086763278,0.011104504566686426,0.010046991056960244,0.00772907717750091,0.007231288,0.0062339017,0.0053486405,0.0077290772
315.0,315,Apparel Manufacturing,0.0,0.0012273931777118353,0.0018737326356588777,0.0,0.0076964804722787,0.003492331384999981,0.003941248270228611,0.002831425967449584,0.0076964805,0.0022649383,0.0020675156,0.002831426
316.0,316,Leather and Allied Product Manufacturing,0.0,0.023041599220105444,0.022061526597970813,0.0,0.006949328757117836,0.03692347044307159,0.03501176273964767,0.01736053505978827,0.006949329,0.0138818715,0.012950236,0.017360535
321.0,321,Wood Product Manufacturing,0.0,0.004553373816450512,0.00477150984779564,0.0,0.01648400790930928,0.023410886938143975,0.021466230165509033,0.021644443865137745,0.016484007,0.018857513,0.01669472,0.021644443
322.0,322,Paper Manufacturing,0.0,0.0007696897408601054,0.0007175907765777206,0.0,0.010520132978507943,0.013800859906174499,0.011401993638521884,0.015506365552049123,0.010520133,0.01303117,0.010684403,0.015506365
